call_id,agent,date,time,topic,answered,resolved,answerSpeed,avgTalkDuration,rating,dayOfWeek,dayOfMonth,hour,month,talkDuration(min)
ID2986,Jim,2021-02-21,15:46:05,Admin Support,,,56.0,0 days 00:05:21,3,Sunday,21,15,February,5.0
ID2987,Dan,2021-02-21,16:23:31,Payment related,,,100.0,0 days 00:06:33,5,Sunday,21,16,February,7.0
ID2988,Diane,2021-02-21,16:23:31,Streaming,,,48.0,0 days 00:05:46,3,Sunday,21,16,February,6.0
ID2989,Jim,2021-02-21,16:59:31,Streaming,,,74.0,0 days 00:03:37,5,Sunday,21,16,February,4.0
ID2990,Stewart,2021-02-21,16:59:31,Admin Support,,,100.0,0 days 00:04:00,1,Sunday,21,16,February,4.0
ID2991,Diane,2021-02-21,17:19:41,Payment related,,,90.0,0 days 00:02:43,3,Sunday,21,17,February,3.0
ID2992,Becky,2021-02-21,17:19:41,Technical Support,,,,,,Sunday,21,17,February,
ID2993,Dan,2021-02-21,17:21:07,Payment related,,,43.0,0 days 00:06:20,5,Sunday,21,17,February,6.0
ID2994,Joe,2021-02-21,17:21:07,Payment related,,,68.0,0 days 00:05:13,4,Sunday,21,17,February,5.0
ID2995,Jim,2021-02-21,17:49:55,Streaming,,,,,,Sunday,21,17,February,
ID2996,Diane,2021-02-21,17:49:55,Admin Support,,,65.0,0 days 00:05:18,1,Sunday,21,17,February,5.0
ID2997,Greg,2021-02-22,09:04:19,Admin Support,,,125.0,0 days 00:01:58,5,Monday,22,9,February,2.0
ID2998,Joe,2021-02-22,09:04:19,Admin Support,,,62.0,0 days 00:05:13,4,Monday,22,9,February,5.0
ID2999,Jim,2021-02-22,09:44:38,Payment related,,,24.0,0 days 00:02:10,3,Monday,22,9,February,2.0
ID3000,Becky,2021-02-22,09:44:38,Streaming,,,,,,Monday,22,9,February,
ID3001,Jim,2021-02-22,11:12:29,Streaming,,,41.0,0 days 00:02:17,4,Monday,22,11,February,2.0
ID3002,Becky,2021-02-22,11:12:29,Streaming,,,81.0,0 days 00:01:53,3,Monday,22,11,February,2.0
ID3003,Diane,2021-02-22,11:13:55,Technical Support,,,21.0,0 days 00:05:28,5,Monday,22,11,February,5.0
ID3004,Joe,2021-02-22,11:13:55,Admin Support,,,,,,Monday,22,11,February,
ID3005,Jim,2021-02-22,11:29:46,Streaming,,,,,,Monday,22,11,February,
ID3006,Jim,2021-02-22,11:29:46,Contract related,,,42.0,0 days 00:04:28,4,Monday,22,11,February,4.0
ID3007,Greg,2021-02-22,11:58:34,Streaming,,,79.0,0 days 00:05:21,5,Monday,22,11,February,5.0
ID3008,Greg,2021-02-22,11:58:34,Technical Support,,,120.0,0 days 00:04:53,4,Monday,22,11,February,5.0
ID3009,Dan,2021-02-22,12:04:19,Admin Support,,,10.0,0 days 00:02:34,4,Monday,22,12,February,3.0
ID3010,Jim,2021-02-22,12:04:19,Streaming,,,21.0,0 days 00:05:05,1,Monday,22,12,February,5.0
ID3011,Diane,2021-02-22,13:01:55,Technical Support,,,16.0,0 days 00:03:35,5,Monday,22,13,February,4.0
ID3012,Joe,2021-02-22,13:01:55,Payment related,,,34.0,0 days 00:06:19,5,Monday,22,13,February,6.0
ID3013,Diane,2021-02-22,13:19:12,Contract related,,,116.0,0 days 00:06:53,1,Monday,22,13,February,7.0
ID3014,Greg,2021-02-22,13:19:12,Admin Support,,,28.0,0 days 00:06:25,2,Monday,22,13,February,6.0
ID3015,Martha,2021-02-22,13:30:43,Technical Support,,,75.0,0 days 00:02:33,3,Monday,22,13,February,3.0
ID3016,Martha,2021-02-22,13:30:43,Payment related,,,,,,Monday,22,13,February,
ID3017,Joe,2021-02-22,14:06:43,Payment related,,,29.0,0 days 00:03:34,2,Monday,22,14,February,4.0
ID3018,Jim,2021-02-22,14:06:43,Technical Support,,,,,,Monday,22,14,February,
ID3019,Becky,2021-02-22,14:32:38,Technical Support,,,,,,Monday,22,14,February,
ID3020,Dan,2021-02-22,14:32:38,Technical Support,,,118.0,0 days 00:02:11,4,Monday,22,14,February,2.0
ID3021,Dan,2021-02-22,14:32:38,Admin Support,,,87.0,0 days 00:05:04,3,Monday,22,14,February,5.0
ID3022,Diane,2021-02-22,14:32:38,Streaming,,,100.0,0 days 00:06:45,3,Monday,22,14,February,7.0
ID3023,Becky,2021-02-22,15:12:58,Admin Support,,,114.0,0 days 00:05:05,2,Monday,22,15,February,5.0
ID3024,Stewart,2021-02-22,15:12:58,Technical Support,,,69.0,0 days 00:00:35,4,Monday,22,15,February,1.0
ID3025,Jim,2021-02-22,15:18:43,Admin Support,,,112.0,0 days 00:01:59,3,Monday,22,15,February,2.0
ID3026,Dan,2021-02-22,15:18:43,Technical Support,,,,,,Monday,22,15,February,
ID3027,Stewart,2021-02-22,15:37:26,Streaming,,,48.0,0 days 00:01:54,3,Monday,22,15,February,2.0
ID3028,Becky,2021-02-22,15:37:26,Payment related,,,92.0,0 days 00:01:26,2,Monday,22,15,February,1.0
ID3029,Jim,2021-02-22,15:37:26,Streaming,,,102.0,0 days 00:06:34,4,Monday,22,15,February,7.0
ID3030,Martha,2021-02-22,15:37:26,Technical Support,,,16.0,0 days 00:06:31,3,Monday,22,15,February,7.0
ID3031,Joe,2021-02-22,15:41:46,Technical Support,,,58.0,0 days 00:02:53,5,Monday,22,15,February,3.0
ID3032,Becky,2021-02-22,15:41:46,Contract related,,,87.0,0 days 00:01:42,5,Monday,22,15,February,2.0
ID3033,Joe,2021-02-22,15:48:58,Contract related,,,88.0,0 days 00:01:17,4,Monday,22,15,February,1.0
ID3034,Dan,2021-02-22,15:48:58,Admin Support,,,59.0,0 days 00:03:42,3,Monday,22,15,February,4.0
ID3035,Jim,2021-02-22,16:26:24,Streaming,,,11.0,0 days 00:03:15,3,Monday,22,16,February,3.0
ID3036,Joe,2021-02-22,16:26:24,Technical Support,,,75.0,0 days 00:06:33,3,Monday,22,16,February,7.0
ID3037,Greg,2021-02-22,16:39:22,Admin Support,,,64.0,0 days 00:06:37,3,Monday,22,16,February,7.0
ID3038,Becky,2021-02-22,16:39:22,Streaming,,,95.0,0 days 00:05:16,1,Monday,22,16,February,5.0
ID3039,Martha,2021-02-22,16:55:12,Technical Support,,,94.0,0 days 00:05:02,4,Monday,22,16,February,5.0
ID3040,Greg,2021-02-22,16:55:12,Payment related,,,,,,Monday,22,16,February,
ID3041,Joe,2021-02-22,17:03:50,Contract related,,,,,,Monday,22,17,February,
ID3042,Becky,2021-02-22,17:03:50,Admin Support,,,,,,Monday,22,17,February,
ID3043,Dan,2021-02-22,17:09:36,Contract related,,,,,,Monday,22,17,February,
ID3044,Diane,2021-02-22,17:09:36,Contract related,,,41.0,0 days 00:02:08,3,Monday,22,17,February,2.0
ID3045,Diane,2021-02-22,17:19:41,Admin Support,,,38.0,0 days 00:03:48,3,Monday,22,17,February,4.0
ID3046,Martha,2021-02-22,17:19:41,Streaming,,,33.0,0 days 00:01:42,5,Monday,22,17,February,2.0
ID3047,Dan,2021-02-23,09:02:53,Technical Support,,,49.0,0 days 00:01:01,3,Tuesday,23,9,February,1.0
ID3048,Dan,2021-02-23,09:02:53,Streaming,,,97.0,0 days 00:00:46,5,Tuesday,23,9,February,1.0
ID3049,Becky,2021-02-23,09:23:02,Payment related,,,23.0,0 days 00:02:53,3,Tuesday,23,9,February,3.0
ID3050,Joe,2021-02-23,09:23:02,Technical Support,,,60.0,0 days 00:06:16,3,Tuesday,23,9,February,6.0
ID3051,Martha,2021-02-23,09:43:12,Technical Support,,,48.0,0 days 00:06:24,2,Tuesday,23,9,February,6.0
ID3052,Diane,2021-02-23,09:43:12,Contract related,,,28.0,0 days 00:01:45,4,Tuesday,23,9,February,2.0
ID3053,Martha,2021-02-23,10:24:58,Technical Support,,,104.0,0 days 00:05:43,4,Tuesday,23,10,February,6.0
ID3054,Greg,2021-02-23,10:24:58,Contract related,,,115.0,0 days 00:01:23,4,Tuesday,23,10,February,1.0
ID3055,Becky,2021-02-23,10:43:41,Admin Support,,,89.0,0 days 00:01:52,3,Tuesday,23,10,February,2.0
ID3056,Martha,2021-02-23,10:43:41,Contract related,,,,,,Tuesday,23,10,February,
ID3057,Stewart,2021-02-23,10:49:26,Technical Support,,,111.0,0 days 00:04:17,3,Tuesday,23,10,February,4.0
ID3058,Jim,2021-02-23,10:49:26,Payment related,,,17.0,0 days 00:06:18,5,Tuesday,23,10,February,6.0
ID3059,Diane,2021-02-23,11:22:34,Technical Support,,,112.0,0 days 00:01:03,3,Tuesday,23,11,February,1.0
ID3060,Stewart,2021-02-23,11:22:34,Streaming,,,100.0,0 days 00:04:25,5,Tuesday,23,11,February,4.0
ID3061,Becky,2021-02-23,12:01:26,Payment related,,,,,,Tuesday,23,12,February,
ID3062,Diane,2021-02-23,12:01:26,Admin Support,,,40.0,0 days 00:04:13,3,Tuesday,23,12,February,4.0
ID3063,Martha,2021-02-23,12:41:46,Contract related,,,,,,Tuesday,23,12,February,
ID3064,Becky,2021-02-23,12:41:46,Admin Support,,,29.0,0 days 00:01:10,3,Tuesday,23,12,February,1.0
ID3065,Jim,2021-02-23,12:59:02,Admin Support,,,39.0,0 days 00:06:33,4,Tuesday,23,12,February,7.0
ID3066,Diane,2021-02-23,12:59:02,Payment related,,,41.0,0 days 00:01:18,3,Tuesday,23,12,February,1.0
ID3067,Stewart,2021-02-23,13:26:24,Streaming,,,,,,Tuesday,23,13,February,
ID3068,Martha,2021-02-23,13:26:24,Technical Support,,,,,,Tuesday,23,13,February,
ID3069,Becky,2021-02-23,13:37:55,Admin Support,,,56.0,0 days 00:00:37,5,Tuesday,23,13,February,1.0
ID3070,Diane,2021-02-23,13:37:55,Streaming,,,76.0,0 days 00:02:16,1,Tuesday,23,13,February,2.0
ID3071,Greg,2021-02-23,13:45:07,Admin Support,,,36.0,0 days 00:01:06,3,Tuesday,23,13,February,1.0
ID3072,Jim,2021-02-23,13:45:07,Streaming,,,111.0,0 days 00:01:42,3,Tuesday,23,13,February,2.0
ID3073,Becky,2021-02-23,14:28:19,Payment related,,,17.0,0 days 00:03:04,4,Tuesday,23,14,February,3.0
ID3074,Diane,2021-02-23,14:28:19,Payment related,,,121.0,0 days 00:03:23,5,Tuesday,23,14,February,3.0
ID3075,Stewart,2021-02-23,14:34:05,Payment related,,,69.0,0 days 00:06:05,4,Tuesday,23,14,February,6.0
ID3076,Jim,2021-02-23,14:34:05,Contract related,,,111.0,0 days 00:03:27,3,Tuesday,23,14,February,3.0
ID3077,Martha,2021-02-23,14:38:24,Technical Support,,,,,,Tuesday,23,14,February,
ID3078,Jim,2021-02-23,14:38:24,Technical Support,,,86.0,0 days 00:04:38,3,Tuesday,23,14,February,5.0
ID3079,Dan,2021-02-23,14:48:29,Payment related,,,77.0,0 days 00:06:53,4,Tuesday,23,14,February,7.0
ID3080,Jim,2021-02-23,14:48:29,Contract related,,,70.0,0 days 00:04:48,3,Tuesday,23,14,February,5.0
ID3081,Greg,2021-02-23,14:54:14,Streaming,,,82.0,0 days 00:01:26,3,Tuesday,23,14,February,1.0
ID3082,Joe,2021-02-23,14:54:14,Payment related,,,,,,Tuesday,23,14,February,
ID3083,Becky,2021-02-23,15:21:36,Contract related,,,69.0,0 days 00:02:17,1,Tuesday,23,15,February,2.0
ID3084,Jim,2021-02-23,15:21:36,Technical Support,,,,,,Tuesday,23,15,February,
ID3085,Joe,2021-02-23,15:30:14,Contract related,,,56.0,0 days 00:01:22,1,Tuesday,23,15,February,1.0
ID3086,Greg,2021-02-23,15:30:14,Contract related,,,95.0,0 days 00:06:09,1,Tuesday,23,15,February,6.0
ID3087,Jim,2021-02-23,15:34:34,Admin Support,,,,,,Tuesday,23,15,February,
ID3088,Greg,2021-02-23,15:34:34,Streaming,,,13.0,0 days 00:06:06,3,Tuesday,23,15,February,6.0
ID3089,Joe,2021-02-23,15:47:31,Payment related,,,52.0,0 days 00:04:59,4,Tuesday,23,15,February,5.0
ID3090,Joe,2021-02-23,15:47:31,Technical Support,,,40.0,0 days 00:05:52,4,Tuesday,23,15,February,6.0
ID3091,Greg,2021-02-23,16:40:48,Admin Support,,,,,,Tuesday,23,16,February,
ID3092,Martha,2021-02-23,16:40:48,Contract related,,,124.0,0 days 00:06:43,5,Tuesday,23,16,February,7.0
ID3093,Greg,2021-02-23,16:55:12,Payment related,,,99.0,0 days 00:06:44,4,Tuesday,23,16,February,7.0
ID3094,Becky,2021-02-23,16:55:12,Streaming,,,99.0,0 days 00:06:38,4,Tuesday,23,16,February,7.0
ID3095,Diane,2021-02-23,17:11:02,Payment related,,,86.0,0 days 00:04:26,4,Tuesday,23,17,February,4.0
ID3096,Joe,2021-02-23,17:11:02,Technical Support,,,118.0,0 days 00:00:53,2,Tuesday,23,17,February,1.0
ID3097,Martha,2021-02-23,17:24:00,Contract related,,,50.0,0 days 00:06:23,4,Tuesday,23,17,February,6.0
ID3098,Martha,2021-02-23,17:24:00,Admin Support,,,,,,Tuesday,23,17,February,
ID3099,Becky,2021-02-23,17:29:46,Streaming,,,52.0,0 days 00:03:34,1,Tuesday,23,17,February,4.0
ID3100,Diane,2021-02-23,17:29:46,Technical Support,,,34.0,0 days 00:04:46,4,Tuesday,23,17,February,5.0
ID3101,Greg,2021-02-24,09:36:00,Payment related,,,37.0,0 days 00:03:48,3,Wednesday,24,9,February,4.0
ID3102,Dan,2021-02-24,09:36:00,Admin Support,,,75.0,0 days 00:03:01,4,Wednesday,24,9,February,3.0
ID3103,Dan,2021-02-24,12:59:02,Technical Support,,,85.0,0 days 00:01:13,2,Wednesday,24,12,February,1.0
ID3104,Diane,2021-02-24,12:59:02,Admin Support,,,25.0,0 days 00:04:23,3,Wednesday,24,12,February,4.0
ID3105,Stewart,2021-02-24,13:00:29,Admin Support,,,,,,Wednesday,24,13,February,
ID3106,Dan,2021-02-24,13:00:29,Contract related,,,,,,Wednesday,24,13,February,
ID3107,Joe,2021-02-24,13:17:46,Streaming,,,70.0,0 days 00:00:48,4,Wednesday,24,13,February,1.0
ID3108,Diane,2021-02-24,13:17:46,Technical Support,,,103.0,0 days 00:03:26,4,Wednesday,24,13,February,3.0
ID3109,Stewart,2021-02-24,13:35:02,Payment related,,,71.0,0 days 00:06:57,5,Wednesday,24,13,February,7.0
ID3110,Becky,2021-02-24,13:35:02,Technical Support,,,51.0,0 days 00:01:11,4,Wednesday,24,13,February,1.0
ID3111,Jim,2021-02-24,13:49:26,Payment related,,,103.0,0 days 00:00:32,5,Wednesday,24,13,February,1.0
ID3112,Joe,2021-02-24,13:49:26,Payment related,,,98.0,0 days 00:02:55,5,Wednesday,24,13,February,3.0
ID3113,Greg,2021-02-24,13:58:05,Payment related,,,65.0,0 days 00:03:24,2,Wednesday,24,13,February,3.0
ID3114,Dan,2021-02-24,13:58:05,Admin Support,,,104.0,0 days 00:04:59,4,Wednesday,24,13,February,5.0
ID3115,Jim,2021-02-24,14:24:00,Payment related,,,82.0,0 days 00:04:46,2,Wednesday,24,14,February,5.0
ID3116,Martha,2021-02-24,14:24:00,Payment related,,,26.0,0 days 00:02:52,4,Wednesday,24,14,February,3.0
ID3117,Diane,2021-02-24,14:34:05,Payment related,,,84.0,0 days 00:03:36,3,Wednesday,24,14,February,4.0
ID3118,Greg,2021-02-24,14:34:05,Technical Support,,,106.0,0 days 00:05:43,4,Wednesday,24,14,February,6.0
ID3119,Joe,2021-02-24,14:41:17,Admin Support,,,92.0,0 days 00:01:42,4,Wednesday,24,14,February,2.0
ID3120,Joe,2021-02-24,14:41:17,Admin Support,,,,,,Wednesday,24,14,February,
ID3121,Becky,2021-02-24,15:17:17,Contract related,,,122.0,0 days 00:03:01,1,Wednesday,24,15,February,3.0
ID3122,Becky,2021-02-24,15:17:17,Contract related,,,92.0,0 days 00:02:44,4,Wednesday,24,15,February,3.0
ID3123,Diane,2021-02-24,15:21:36,Payment related,,,,,,Wednesday,24,15,February,
ID3124,Jim,2021-02-24,15:21:36,Streaming,,,61.0,0 days 00:04:25,5,Wednesday,24,15,February,4.0
ID3125,Martha,2021-02-24,15:28:48,Technical Support,,,27.0,0 days 00:01:56,5,Wednesday,24,15,February,2.0
ID3126,Becky,2021-02-24,15:28:48,Technical Support,,,68.0,0 days 00:01:48,1,Wednesday,24,15,February,2.0
ID3127,Diane,2021-02-24,15:41:46,Technical Support,,,,,,Wednesday,24,15,February,
ID3128,Greg,2021-02-24,15:41:46,Technical Support,,,59.0,0 days 00:00:42,4,Wednesday,24,15,February,1.0
ID3129,Joe,2021-02-24,16:07:41,Payment related,,,,,,Wednesday,24,16,February,
ID3130,Joe,2021-02-24,16:07:41,Technical Support,,,110.0,0 days 00:05:50,4,Wednesday,24,16,February,6.0
ID3131,Jim,2021-02-24,16:23:31,Technical Support,,,23.0,0 days 00:02:20,4,Wednesday,24,16,February,2.0
ID3132,Diane,2021-02-24,16:23:31,Contract related,,,60.0,0 days 00:06:09,5,Wednesday,24,16,February,6.0
ID3133,Stewart,2021-02-24,16:37:55,Payment related,,,89.0,0 days 00:02:27,3,Wednesday,24,16,February,2.0
ID3134,Martha,2021-02-24,16:37:55,Admin Support,,,48.0,0 days 00:04:06,3,Wednesday,24,16,February,4.0
ID3135,Joe,2021-02-24,16:42:14,Admin Support,,,52.0,0 days 00:04:55,5,Wednesday,24,16,February,5.0
ID3136,Jim,2021-02-24,16:42:14,Payment related,,,49.0,0 days 00:03:19,1,Wednesday,24,16,February,3.0
ID3137,Becky,2021-02-24,16:48:00,Technical Support,,,33.0,0 days 00:04:39,2,Wednesday,24,16,February,5.0
ID3138,Jim,2021-02-24,16:48:00,Technical Support,,,108.0,0 days 00:04:19,4,Wednesday,24,16,February,4.0
ID3139,Jim,2021-02-24,17:13:55,Payment related,,,,,,Wednesday,24,17,February,
ID3140,Joe,2021-02-24,17:13:55,Payment related,,,21.0,0 days 00:04:56,5,Wednesday,24,17,February,5.0
ID3141,Martha,2021-02-24,17:16:48,Contract related,,,23.0,0 days 00:03:49,5,Wednesday,24,17,February,4.0
ID3142,Dan,2021-02-24,17:16:48,Technical Support,,,,,,Wednesday,24,17,February,
ID3143,Becky,2021-02-24,17:28:19,Contract related,,,73.0,0 days 00:05:34,5,Wednesday,24,17,February,6.0
ID3144,Dan,2021-02-24,17:28:19,Technical Support,,,,,,Wednesday,24,17,February,
ID3145,Stewart,2021-02-24,17:36:58,Technical Support,,,22.0,0 days 00:04:13,3,Wednesday,24,17,February,4.0
ID3146,Martha,2021-02-24,17:36:58,Payment related,,,,,,Wednesday,24,17,February,
ID3147,Stewart,2021-02-24,17:42:43,Admin Support,,,12.0,0 days 00:05:43,4,Wednesday,24,17,February,6.0
ID3148,Joe,2021-02-24,17:42:43,Streaming,,,111.0,0 days 00:04:25,3,Wednesday,24,17,February,4.0
ID3149,Jim,2021-02-24,17:47:02,Admin Support,,,97.0,0 days 00:03:46,5,Wednesday,24,17,February,4.0
ID3150,Diane,2021-02-24,17:47:02,Streaming,,,93.0,0 days 00:05:31,4,Wednesday,24,17,February,6.0
ID3151,Becky,2021-02-24,17:55:41,Streaming,,,24.0,0 days 00:02:25,3,Wednesday,24,17,February,2.0
ID3152,Martha,2021-02-24,17:55:41,Technical Support,,,84.0,0 days 00:01:49,1,Wednesday,24,17,February,2.0
ID3153,Stewart,2021-02-25,09:10:05,Contract related,,,17.0,0 days 00:01:56,4,Thursday,25,9,February,2.0
ID3154,Stewart,2021-02-25,09:10:05,Technical Support,,,55.0,0 days 00:04:03,4,Thursday,25,9,February,4.0
ID3155,Greg,2021-02-25,09:10:05,Payment related,,,118.0,0 days 00:01:13,3,Thursday,25,9,February,1.0
ID3156,Dan,2021-02-25,09:10:05,Streaming,,,109.0,0 days 00:02:57,5,Thursday,25,9,February,3.0
ID3157,Stewart,2021-02-25,09:15:50,Technical Support,,,33.0,0 days 00:02:37,4,Thursday,25,9,February,3.0
ID3158,Joe,2021-02-25,09:15:50,Contract related,,,18.0,0 days 00:05:59,4,Thursday,25,9,February,6.0
ID3159,Stewart,2021-02-25,10:06:14,Admin Support,,,99.0,0 days 00:04:12,2,Thursday,25,10,February,4.0
ID3160,Martha,2021-02-25,10:06:14,Contract related,,,111.0,0 days 00:02:29,3,Thursday,25,10,February,2.0
ID3161,Diane,2021-02-25,10:19:12,Admin Support,,,,,,Thursday,25,10,February,
ID3162,Diane,2021-02-25,10:19:12,Payment related,,,82.0,0 days 00:06:47,5,Thursday,25,10,February,7.0
ID3163,Becky,2021-02-25,10:20:38,Admin Support,,,48.0,0 days 00:05:40,3,Thursday,25,10,February,6.0
ID3164,Joe,2021-02-25,10:20:38,Technical Support,,,83.0,0 days 00:04:53,3,Thursday,25,10,February,5.0
ID3165,Dan,2021-02-25,10:46:34,Technical Support,,,102.0,0 days 00:02:12,5,Thursday,25,10,February,2.0
ID3166,Joe,2021-02-25,10:46:34,Admin Support,,,124.0,0 days 00:01:23,1,Thursday,25,10,February,1.0
ID3167,Martha,2021-02-25,10:52:19,Streaming,,,,,,Thursday,25,10,February,
ID3168,Joe,2021-02-25,10:52:19,Streaming,,,82.0,0 days 00:03:32,3,Thursday,25,10,February,4.0
ID3169,Jim,2021-02-25,11:09:36,Payment related,,,50.0,0 days 00:04:13,4,Thursday,25,11,February,4.0
ID3170,Martha,2021-02-25,11:09:36,Payment related,,,27.0,0 days 00:01:55,3,Thursday,25,11,February,2.0
ID3171,Joe,2021-02-25,11:35:31,Admin Support,,,96.0,0 days 00:02:47,4,Thursday,25,11,February,3.0
ID3172,Greg,2021-02-25,11:35:31,Contract related,,,122.0,0 days 00:03:55,1,Thursday,25,11,February,4.0
ID3173,Diane,2021-02-25,11:42:43,Technical Support,,,,,,Thursday,25,11,February,
ID3174,Joe,2021-02-25,11:42:43,Payment related,,,76.0,0 days 00:01:50,4,Thursday,25,11,February,2.0
ID3175,Dan,2021-02-25,11:55:41,Admin Support,,,66.0,0 days 00:01:46,5,Thursday,25,11,February,2.0
ID3176,Martha,2021-02-25,11:55:41,Technical Support,,,98.0,0 days 00:02:12,3,Thursday,25,11,February,2.0
ID3177,Martha,2021-02-25,12:04:19,Contract related,,,,,,Thursday,25,12,February,
ID3178,Joe,2021-02-25,12:04:19,Technical Support,,,73.0,0 days 00:06:31,3,Thursday,25,12,February,7.0
ID3179,Joe,2021-02-25,12:05:46,Contract related,,,76.0,0 days 00:01:47,3,Thursday,25,12,February,2.0
ID3180,Greg,2021-02-25,12:05:46,Streaming,,,,,,Thursday,25,12,February,
ID3181,Jim,2021-02-25,12:31:41,Admin Support,,,123.0,0 days 00:05:46,4,Thursday,25,12,February,6.0
ID3182,Stewart,2021-02-25,12:31:41,Admin Support,,,98.0,0 days 00:05:11,4,Thursday,25,12,February,5.0
ID3183,Dan,2021-02-25,12:34:34,Technical Support,,,81.0,0 days 00:02:06,1,Thursday,25,12,February,2.0
ID3184,Dan,2021-02-25,12:34:34,Payment related,,,52.0,0 days 00:06:55,4,Thursday,25,12,February,7.0
ID3185,Stewart,2021-02-25,12:34:34,Payment related,,,93.0,0 days 00:06:02,1,Thursday,25,12,February,6.0
ID3186,Jim,2021-02-25,12:34:34,Payment related,,,17.0,0 days 00:05:07,4,Thursday,25,12,February,5.0
ID3187,Dan,2021-02-25,13:00:29,Technical Support,,,91.0,0 days 00:01:38,4,Thursday,25,13,February,2.0
ID3188,Dan,2021-02-25,13:00:29,Streaming,,,20.0,0 days 00:02:23,5,Thursday,25,13,February,2.0
ID3189,Diane,2021-02-25,14:11:02,Contract related,,,,,,Thursday,25,14,February,
ID3190,Joe,2021-02-25,14:11:02,Payment related,,,125.0,0 days 00:06:17,4,Thursday,25,14,February,6.0
ID3191,Martha,2021-02-25,14:57:07,Payment related,,,46.0,0 days 00:03:06,2,Thursday,25,14,February,3.0
ID3192,Diane,2021-02-25,14:57:07,Contract related,,,124.0,0 days 00:05:29,3,Thursday,25,14,February,5.0
ID3193,Dan,2021-02-25,15:14:24,Technical Support,,,29.0,0 days 00:04:05,3,Thursday,25,15,February,4.0
ID3194,Joe,2021-02-25,15:14:24,Streaming,,,75.0,0 days 00:04:37,3,Thursday,25,15,February,5.0
ID3195,Martha,2021-02-25,15:27:22,Technical Support,,,57.0,0 days 00:04:11,4,Thursday,25,15,February,4.0
ID3196,Dan,2021-02-25,15:27:22,Admin Support,,,,,,Thursday,25,15,February,
ID3197,Jim,2021-02-25,15:30:14,Streaming,,,106.0,0 days 00:01:53,4,Thursday,25,15,February,2.0
ID3198,Jim,2021-02-25,15:30:14,Contract related,,,19.0,0 days 00:05:44,3,Thursday,25,15,February,6.0
ID3199,Jim,2021-02-25,15:41:46,Technical Support,,,94.0,0 days 00:01:11,4,Thursday,25,15,February,1.0
ID3200,Stewart,2021-02-25,15:41:46,Streaming,,,,,,Thursday,25,15,February,
ID3201,Diane,2021-02-25,15:54:43,Admin Support,,,28.0,0 days 00:03:01,3,Thursday,25,15,February,3.0
ID3202,Diane,2021-02-25,15:54:43,Admin Support,,,11.0,0 days 00:02:20,4,Thursday,25,15,February,2.0
ID3203,Stewart,2021-02-25,16:04:48,Admin Support,,,68.0,0 days 00:04:51,5,Thursday,25,16,February,5.0
ID3204,Dan,2021-02-25,16:04:48,Contract related,,,103.0,0 days 00:04:42,5,Thursday,25,16,February,5.0
ID3205,Stewart,2021-02-25,16:26:24,Streaming,,,28.0,0 days 00:06:06,2,Thursday,25,16,February,6.0
ID3206,Martha,2021-02-25,16:26:24,Technical Support,,,36.0,0 days 00:04:09,5,Thursday,25,16,February,4.0
ID3207,Dan,2021-02-25,16:40:48,Technical Support,,,63.0,0 days 00:05:39,5,Thursday,25,16,February,6.0
ID3208,Dan,2021-02-25,16:40:48,Contract related,,,14.0,0 days 00:00:36,5,Thursday,25,16,February,1.0
ID3209,Dan,2021-02-25,17:06:43,Streaming,,,82.0,0 days 00:05:15,1,Thursday,25,17,February,5.0
ID3210,Diane,2021-02-25,17:06:43,Payment related,,,,,,Thursday,25,17,February,
ID3211,Martha,2021-02-25,17:06:43,Admin Support,,,15.0,0 days 00:05:43,3,Thursday,25,17,February,6.0
ID3212,Diane,2021-02-25,17:06:43,Admin Support,,,85.0,0 days 00:04:18,3,Thursday,25,17,February,4.0
ID3213,Becky,2021-02-25,17:24:00,Admin Support,,,,,,Thursday,25,17,February,
ID3214,Greg,2021-02-25,17:24:00,Payment related,,,108.0,0 days 00:02:12,5,Thursday,25,17,February,2.0
ID3215,Martha,2021-02-25,17:47:02,Streaming,,,45.0,0 days 00:02:58,3,Thursday,25,17,February,3.0
ID3216,Joe,2021-02-25,17:47:02,Technical Support,,,24.0,0 days 00:01:52,4,Thursday,25,17,February,2.0
ID3217,Greg,2021-02-26,09:10:05,Streaming,,,75.0,0 days 00:04:31,2,Friday,26,9,February,5.0
ID3218,Martha,2021-02-26,09:10:05,Technical Support,,,68.0,0 days 00:06:24,5,Friday,26,9,February,6.0
ID3219,Jim,2021-02-26,09:18:43,Payment related,,,104.0,0 days 00:01:21,4,Friday,26,9,February,1.0
ID3220,Joe,2021-02-26,09:18:43,Contract related,,,33.0,0 days 00:00:41,3,Friday,26,9,February,1.0
ID3221,Dan,2021-02-26,10:12:00,Technical Support,,,101.0,0 days 00:03:50,2,Friday,26,10,February,4.0
ID3222,Jim,2021-02-26,10:12:00,Admin Support,,,,,,Friday,26,10,February,
ID3223,Greg,2021-02-26,10:24:58,Technical Support,,,41.0,0 days 00:03:04,1,Friday,26,10,February,3.0
ID3224,Martha,2021-02-26,10:24:58,Streaming,,,,,,Friday,26,10,February,
ID3225,Jim,2021-02-26,10:45:07,Contract related,,,124.0,0 days 00:03:27,4,Friday,26,10,February,3.0
ID3226,Jim,2021-02-26,10:45:07,Streaming,,,98.0,0 days 00:05:29,2,Friday,26,10,February,5.0
